Host,Parasite,paraType
Anser anser,Philophthalmus anseris,helminth
Anser anser,Philophthalmus cupensis,helminth
Anser anser,Philophthalmus gralli,helminth
Anser anser,Philophthalmus hawananensis,helminth
Anser anser,Philophthalmus hovorkai,helminth
Anser anser,Philophthalmus lucipetus,helminth
Anser anser,Philophthalmus minutus,helminth
Anser anser,Philophthalmus motacillus,helminth
Anser anser,Philophthalmus muraschkinzevi,helminth
Anser anser,Philophthalmus posaviniensis,helminth
Anser anser,Philophthalmus pyriformis,helminth
Anser anser,Philophthalmus quangdongensis,helminth
Anser anser,Prohyptiasmus robustus,helminth
Anser anser,Prosthogonimus cuneatus,helminth
Anser anser domesticus,Prosthogonimus cuneatus,helminth
Anser anser,Prosthogonimus ovatus,helminth
Anser anser domesticus,Prosthogonimus ovatus,helminth
Anser anser domesticus,Psilochasmus longicirratus,helminth
Anser anser,Psilotrema oligoon,helminth
Anser anser,Psilotrema simillimum,helminth
Anser anser domesticus,Psilotrema simillimum,helminth
Anser anser,Psilotrema spiculigerum,helminth
Anser anser domesticus,Psilotrema spiculigerum,helminth
Anser anser,Retinometra aspirantica,helminth
Anser anser,Retinometra longicirrosa,helminth
Anser anser domesticus,Retinometra longicirrosa,helminth
Anser anser,Retinometra longistylosa,helminth
Anser anser,Schistogonimus rarus,helminth
Anser anser domesticus,Schistogonimus rarus,helminth
Anser anser,Sobolevicanthus fragilis,helminth
Anser anser,Sobolevicanthus gracilis,helminth
Anser anser domesticus,Sobolevicanthus gracilis,helminth
Anser anser,Sobolevicanthus octacantha,helminth
Anser anser,Syngamus trachea,helminth
Anser anser,Tetracotyle ardea,helminth
Anser anser,Trichostrongylus tenuis,helminth
Anser anser,Tschertkovilepis krabbei,helminth
Anser anser domesticus,Tschertkovilepis krabbei,helminth
Anser anser,Tschertkovilepis setigera,helminth
Anser anser,Typhlocoelum cymbium,helminth
Anser anser domesticus,Typhlocoelum cymbium,helminth
Anser anser,Wardium aequabilis,helminth
Anser anser,Wardium creplini,helminth
Anser anser,Wardoides nyrocae,helminth
Anser anser,Amidostomum anseris,helminth
Anser anser domesticus,Amidostomum anseris,helminth
Anser anser,Amidostomum spatulatum,helminth
Anser anser domesticus,Amidostomum spatulatum,helminth
Anser anser domesticus,Aonchotheca Avesaonchotheca,helminth
Anser anser domesticus,Aonchotheca Avesaonchotheca,helminth
Anser anser,Apatemon gracilis,helminth
Anser anser domesticus,Apatemon gracilis,helminth
Anser anser,Ascaridia galli,helminth
Anser anser,Baruscapillaria anseris,helminth
Anser anser,Baruscapillaria obsignata,helminth
Anser anser domesticus,Baruscapillaria obsignata,helminth
Anser anser,Baruscapillaria podicipitis,helminth
Anser anser,Bilharziella polonica,helminth
Anser anser domesticus,Bilharziella polonica,helminth
Anser anser,Capillaria anatis,helminth
Anser anser domesticus,Capillaria anatis,helminth
Anser anser,Capillaria obsignata,helminth
Anser anser,Catatropis verrucosa,helminth
Anser anser domesticus,Catatropis verrucosa,helminth
Anser anser,Cloacotaenia megalops,helminth
Anser anser,Cotylurus cornutus,helminth
Anser anser domesticus,Cotylurus cornutus,helminth
Anser anser,Dicranotaenia coronula,helminth
Anser anser,Dicranotaenia coronula,helminth
Anser anser domesticus,Dicranotaenia coronula,helminth
Anser anser domesticus,Diorchis elisae,helminth
Anser anser,Diorchis parvogenitalis,helminth
Anser anser,Diorchis stefanskii,helminth
Anser anser domesticus,Diorchis stefanskii,helminth
Anser anser,Drepanidotaenia lanceolata,helminth
Anser anser domesticus,Drepanidotaenia lanceolata,helminth
Anser anser,Echinoparyphium clerci,helminth
Anser anser domesticus,Echinoparyphium petrowi,helminth
Anser anser,Echinoparyphium recurvatum,helminth
Anser anser,Echinostoma dietzi,helminth
Anser anser domesticus,Echinostoma dietzi,helminth
Anser anser,Echinostoma revolutum,helminth
Anser anser domesticus,Echinostoma revolutum,helminth
Anser anser domesticus,Epomidiostomum anatinum,helminth
Anser anser,Epomidiostomum crami,helminth
Anser anser,Epomidiostomum orispinum,helminth
Anser anser domesticus,Epomidiostomum orispinum,helminth
Anser anser,Epomidiostomum uncinatum,helminth
Anser anser domesticus,Eucoleus contortus,helminth
Anser anser,Filicollis anatis,helminth
Anser anser,Fimbriaria fasciolaris,helminth
Anser anser,Gastrotaenia dogieli,helminth
Anser anser,Hamatolepis teresoides,helminth
Anser anser,Heterakis dispar,helminth
Anser anser,Heterakis gallinarum,helminth
Anser anser,Hymenolepis anseris,helminth
Anser anser,Hymenolepis bilateralis,helminth
Anser anser,Hymenolepis fasciculata,helminth
Anser anser,Hymenolepis furcigera,helminth
Anser anser,Hymenolepis gracilis,helminth
Anser anser,Hymenolepis paracompressa,helminth
Anser anser,Hymenolepis paramicrosoma,helminth
Anser anser,Hymenolepis przewalskii,helminth
Anser anser,Hymenolepis setigera,helminth
Anser anser,Hypoderaeum conoideum,helminth
Anser anser domesticus,Hypoderaeum conoideum,helminth
Anser anser domesticus,Hyptiasmus arcuatus,helminth
Anser anser,Hystrichis tricolor,helminth
Anser anser domesticus,Microrchis intermedius,helminth
Anser anser,Microsomacanthus microsoma,helminth
Anser anser,Microsomacanthus passeris,helminth
Anser anser,Monosaccanthes kazachstanica,helminth
Anser anser,Notocotylus attenuatus,helminth
Anser anser domesticus,Notocotylus attenuatus,helminth
Anser anser,Notocotylus chionis,helminth
Anser anser domesticus,Notocotylus chionis,helminth
Anser anser,Opisthorchis germinus,helminth
Anser anser domesticus,Opisthorchis simulans,helminth
Anser anser domesticus,Opisthorchis skrjabini,helminth
Anser anser,Parabisaccanthes philactes,helminth
Anser anser,Paramonostomum zahoorensis,helminth
Anser anser,Paryphostomum novum,helminth
Anser anser,Philophthalmus anseris,helminth
Anser anser,Philophthalmus cupensis,helminth
Anser anser,Philophthalmus gralli,helminth
Anser anser,Philophthalmus hawananensis,helminth
Anser anser,Philophthalmus hovorkai,helminth
Anser anser,Philophthalmus lucipetus,helminth
Anser anser,Philophthalmus minutus,helminth
Anser anser,Philophthalmus motacillus,helminth
Anser anser,Philophthalmus muraschkinzevi,helminth
Anser anser,Philophthalmus posaviniensis,helminth
Anser anser,Philophthalmus pyriformis,helminth
Anser anser,Philophthalmus quangdongensis,helminth
Anser anser,Prohyptiasmus robustus,helminth
Anser anser,Prosthogonimus cuneatus,helminth
Anser anser domesticus,Prosthogonimus cuneatus,helminth
Anser anser,Prosthogonimus ovatus,helminth
Anser anser domesticus,Prosthogonimus ovatus,helminth
Anser anser domesticus,Psilochasmus longicirratus,helminth
Anser anser,Psilotrema oligoon,helminth
Anser anser,Psilotrema simillimum,helminth
Anser anser domesticus,Psilotrema simillimum,helminth
Anser anser,Psilotrema spiculigerum,helminth
Anser anser domesticus,Psilotrema spiculigerum,helminth
Anser anser,Retinometra aspirantica,helminth
Anser anser,Retinometra longicirrosa,helminth
Anser anser domesticus,Retinometra longicirrosa,helminth
Anser anser,Retinometra longistylosa,helminth
Anser anser,Schistogonimus rarus,helminth
Anser anser domesticus,Schistogonimus rarus,helminth
Anser anser,Sobolevicanthus fragilis,helminth
Anser anser,Sobolevicanthus gracilis,helminth
Anser anser domesticus,Sobolevicanthus gracilis,helminth
Anser anser,Sobolevicanthus octacantha,helminth
Anser anser,Syngamus trachea,helminth
Anser anser,Tetracotyle ardea,helminth
Anser anser,Trichostrongylus tenuis,helminth
Anser anser,Tschertkovilepis krabbei,helminth
Anser anser domesticus,Tschertkovilepis krabbei,helminth
Anser anser,Tschertkovilepis setigera,helminth
Anser anser,Typhlocoelum cymbium,helminth
Anser anser domesticus,Typhlocoelum cymbium,helminth
Anser anser,Wardium aequabilis,helminth
Anser anser,Wardium creplini,helminth
Anser anser,Wardoides nyrocae,helminth
Anser anser,Amidostomum anseris,helminth
Anser anser domesticus,Amidostomum anseris,helminth
Anser anser,Amidostomum spatulatum,helminth
Anser anser domesticus,Amidostomum spatulatum,helminth
Anser anser domesticus,Aonchotheca Avesaonchotheca,helminth
Anser anser domesticus,Aonchotheca Avesaonchotheca,helminth
Anser anser,Apatemon gracilis,helminth
Anser anser domesticus,Apatemon gracilis,helminth
Anser anser,Ascaridia galli,helminth
Anser anser,Baruscapillaria anseris,helminth
Anser anser,Baruscapillaria obsignata,helminth
Anser anser domesticus,Baruscapillaria obsignata,helminth
Anser anser,Baruscapillaria podicipitis,helminth
Anser anser,Bilharziella polonica,helminth
Anser anser domesticus,Bilharziella polonica,helminth
Anser anser,Capillaria anatis,helminth
Anser anser domesticus,Capillaria anatis,helminth
Anser anser,Capillaria obsignata,helminth
Anser anser,Catatropis verrucosa,helminth
Anser anser domesticus,Catatropis verrucosa,helminth
Anser anser,Cloacotaenia megalops,helminth
Anser anser,Cotylurus cornutus,helminth
Anser anser domesticus,Cotylurus cornutus,helminth
Anser anser,Dicranotaenia coronula,helminth
Anser anser,Dicranotaenia coronula,helminth
Anser anser domesticus,Dicranotaenia coronula,helminth
Anser anser domesticus,Diorchis elisae,helminth
Anser anser,Diorchis parvogenitalis,helminth
Anser anser,Diorchis stefanskii,helminth
Anser anser domesticus,Diorchis stefanskii,helminth
Anser anser,Drepanidotaenia lanceolata,helminth
Anser anser domesticus,Drepanidotaenia lanceolata,helminth
Anser anser,Echinoparyphium clerci,helminth
Anser anser domesticus,Echinoparyphium petrowi,helminth
Anser anser,Echinoparyphium recurvatum,helminth
Anser anser,Echinostoma dietzi,helminth
Anser anser domesticus,Echinostoma dietzi,helminth
Anser anser,Echinostoma revolutum,helminth
Anser anser domesticus,Echinostoma revolutum,helminth
Anser anser domesticus,Epomidiostomum anatinum,helminth
Anser anser,Epomidiostomum crami,helminth
Anser anser,Epomidiostomum orispinum,helminth
Anser anser domesticus,Epomidiostomum orispinum,helminth
Anser anser,Epomidiostomum uncinatum,helminth
Anser anser domesticus,Eucoleus contortus,helminth
Anser anser,Filicollis anatis,helminth
Anser anser,Fimbriaria fasciolaris,helminth
Anser anser,Gastrotaenia dogieli,helminth
Anser anser,Hamatolepis teresoides,helminth
Anser anser,Heterakis dispar,helminth
Anser anser,Heterakis gallinarum,helminth
Anser anser,Hymenolepis anseris,helminth
Anser anser,Hymenolepis bilateralis,helminth
Anser anser,Hymenolepis fasciculata,helminth
Anser anser,Hymenolepis furcigera,helminth
Anser anser,Hymenolepis gracilis,helminth
Anser anser,Hymenolepis paracompressa,helminth
Anser anser,Hymenolepis paramicrosoma,helminth
Anser anser,Hymenolepis przewalskii,helminth
Anser anser,Hymenolepis setigera,helminth
Anser anser,Hypoderaeum conoideum,helminth
Anser anser domesticus,Hypoderaeum conoideum,helminth
Anser anser domesticus,Hyptiasmus arcuatus,helminth
Anser anser,Hystrichis tricolor,helminth
Anser anser domesticus,Microrchis intermedius,helminth
Anser anser,Microsomacanthus microsoma,helminth
Anser anser,Microsomacanthus passeris,helminth
Anser anser,Monosaccanthes kazachstanica,helminth
Anser anser,Notocotylus attenuatus,helminth
Anser anser domesticus,Notocotylus attenuatus,helminth
Anser anser,Notocotylus chionis,helminth
Anser anser domesticus,Notocotylus chionis,helminth
Anser anser,Opisthorchis germinus,helminth
Anser anser domesticus,Opisthorchis simulans,helminth
Anser anser domesticus,Opisthorchis skrjabini,helminth
Anser anser,Parabisaccanthes philactes,helminth
Anser anser,Paramonostomum zahoorensis,helminth
Anser anser,Paryphostomum novum,helminth
Anser anser,Philophthalmus anseris,helminth
Anser anser,Philophthalmus cupensis,helminth
Anser anser,Philophthalmus gralli,helminth
Anser anser,Philophthalmus hawananensis,helminth
Anser anser,Philophthalmus hovorkai,helminth
Anser anser,Philophthalmus lucipetus,helminth
Anser anser,Philophthalmus minutus,helminth
Anser anser,Philophthalmus motacillus,helminth
Anser anser,Philophthalmus muraschkinzevi,helminth
Anser anser,Philophthalmus posaviniensis,helminth
Anser anser,Philophthalmus pyriformis,helminth
Anser anser,Philophthalmus quangdongensis,helminth
Anser anser,Prohyptiasmus robustus,helminth
Anser anser,Prosthogonimus cuneatus,helminth
Anser anser domesticus,Prosthogonimus cuneatus,helminth
Anser anser,Prosthogonimus ovatus,helminth
Anser anser domesticus,Prosthogonimus ovatus,helminth
Anser anser domesticus,Psilochasmus longicirratus,helminth
Anser anser,Psilotrema oligoon,helminth
Anser anser,Psilotrema simillimum,helminth
Anser anser domesticus,Psilotrema simillimum,helminth
Anser anser,Psilotrema spiculigerum,helminth
Anser anser domesticus,Psilotrema spiculigerum,helminth
Anser anser,Retinometra aspirantica,helminth
Anser anser,Retinometra longicirrosa,helminth
Anser anser domesticus,Retinometra longicirrosa,helminth
Anser anser,Retinometra longistylosa,helminth
Anser anser,Schistogonimus rarus,helminth
Anser anser domesticus,Schistogonimus rarus,helminth
Anser anser,Sobolevicanthus fragilis,helminth
Anser anser,Sobolevicanthus gracilis,helminth
Anser anser domesticus,Sobolevicanthus gracilis,helminth
Anser anser,Sobolevicanthus octacantha,helminth
Anser anser,Syngamus trachea,helminth
Anser anser,Tetracotyle ardea,helminth
Anser anser,Trichostrongylus tenuis,helminth
Anser anser,Tschertkovilepis krabbei,helminth
Anser anser domesticus,Tschertkovilepis krabbei,helminth
Anser anser,Tschertkovilepis setigera,helminth
Anser anser,Typhlocoelum cymbium,helminth
Anser anser domesticus,Typhlocoelum cymbium,helminth
Anser anser,Wardium aequabilis,helminth
Anser anser,Wardium creplini,helminth
Anser anser,Wardoides nyrocae,helminth
Chen caerulescens,Amidostomum anseris,helminth
Chen caerulescens,Amidostomum spatulatum,helminth
Chen caerulescens caerulescens,Amidostomum spatulatum,helminth
Chen caerulescens,Capillaria obsignata,helminth
Chen caerulescens,Cloacotaenia megalops,helminth
Chen caerulescens,Dicranotaenia coronula,helminth
Chen caerulescens,Diorchis stefanskii,helminth
Chen caerulescens,Drepanidotaenia barrowensis,helminth
Chen caerulescens,Drepanidotaenia lanceolata,helminth
Chen caerulescens atlanticus,Drepanidotaenia lanceolata,helminth
Chen caerulescens,Echinoparyphium recurvatum,helminth
Chen caerulescens,Echinostoma revolutum,helminth
Chen caerulescens,Echinuria uncinata,helminth
Chen caerulescens,Epomidiostomum crami,helminth
Chen caerulescens,Epomidiostomum orispinum,helminth
Chen caerulescens,Fimbriaria fasciolaris,helminth
Chen caerulescens,Heterakis dispar,helminth
Chen caerulescens atlanticus,Hymenolepis barrowensis,helminth
Chen caerulescens atlanticus,Microsomacanthus setigera,helminth
Chen caerulescens,Notocotylus attenuatus,helminth
Chen caerulescens,Parabisaccanthes philactes,helminth
Chen caerulescens,Platyscolex ciliata,helminth
Chen caerulescens,Retinometra longivaginata,helminth
Chen caerulescens atlanticus,Retinometra longivaginata,helminth
Chen caerulescens,Sobolevicanthus gracilis,helminth
Chen caerulescens,Trichostrongylus tenuis,helminth
Chen caerulescens atlanticus,Trichostrongylus tenuis,helminth
Chen caerulescens,Tschertkovilepis krabbei,helminth
Chen caerulescens,Tschertkovilepis setigera,helminth
Chen caerulescens,Wardoides nyrocae,helminth
Chen caerulescens,Zygocotyle lunata,helminth
Bonasa umbellus,Aproctella stoddardi,helminth
Bonasa umbellus,Ascaridia bonasae,helminth
Bonasa umbellus,Ascaridia galli,helminth
Bonasa umbellus,Chandlerella chitwoodae,helminth
Bonasa umbellus,Cheilospirura spinosa,helminth
Bonasa umbellus,Echinolepis carioca,helminth
Bonasa umbellus,Eucoleus annulatus,helminth
Bonasa umbellus,Heterakis bonasae,helminth
Bonasa umbellus,Hymenolepis carioca,helminth
Bonasa umbellus,Hymenolepis microps,helminth
Bonasa umbellus,Oxyspirura petrowi,helminth
Bonasa umbellus,Splendidofilaria pectoralis,helminth
Bonasa umbellus,Aproctella stoddardi,helminth
Bonasa umbellus,Ascaridia bonasae,helminth
Bonasa umbellus,Ascaridia galli,helminth
Bonasa umbellus,Chandlerella chitwoodae,helminth
Bonasa umbellus,Cheilospirura spinosa,helminth
Bonasa umbellus,Echinolepis carioca,helminth
Bonasa umbellus,Eucoleus annulatus,helminth
Bonasa umbellus,Heterakis bonasae,helminth
Bonasa umbellus,Hymenolepis carioca,helminth
Bonasa umbellus,Hymenolepis microps,helminth
Bonasa umbellus,Oxyspirura petrowi,helminth
Bonasa umbellus,Splendidofilaria pectoralis,helminth
Bonasa umbellus,Aproctella stoddardi,helminth
Bonasa umbellus,Ascaridia bonasae,helminth
Bonasa umbellus,Ascaridia galli,helminth
Bonasa umbellus,Chandlerella chitwoodae,helminth
Bonasa umbellus,Cheilospirura spinosa,helminth
Bonasa umbellus,Echinolepis carioca,helminth
Bonasa umbellus,Eucoleus annulatus,helminth
Bonasa umbellus,Heterakis bonasae,helminth
Bonasa umbellus,Hymenolepis carioca,helminth
Bonasa umbellus,Hymenolepis microps,helminth
Bonasa umbellus,Oxyspirura petrowi,helminth
Bonasa umbellus,Splendidofilaria pectoralis,helminth
Bonasa umbellus,Aproctella stoddardi,helminth
Bonasa umbellus,Ascaridia bonasae,helminth
Bonasa umbellus,Ascaridia galli,helminth
Bonasa umbellus,Chandlerella chitwoodae,helminth
Bonasa umbellus,Cheilospirura spinosa,helminth
Bonasa umbellus,Echinolepis carioca,helminth
Bonasa umbellus,Eucoleus annulatus,helminth
Bonasa umbellus,Heterakis bonasae,helminth
Bonasa umbellus,Hymenolepis carioca,helminth
Bonasa umbellus,Hymenolepis microps,helminth
Bonasa umbellus,Oxyspirura petrowi,helminth
Bonasa umbellus,Splendidofilaria pectoralis,helminth
Bonasa umbellus,Aproctella stoddardi,helminth
Bonasa umbellus,Ascaridia bonasae,helminth
Bonasa umbellus,Ascaridia galli,helminth
Bonasa umbellus,Chandlerella chitwoodae,helminth
Bonasa umbellus,Cheilospirura spinosa,helminth
Bonasa umbellus,Echinolepis carioca,helminth
Bonasa umbellus,Eucoleus annulatus,helminth
Bonasa umbellus,Heterakis bonasae,helminth
Bonasa umbellus,Hymenolepis carioca,helminth
Bonasa umbellus,Hymenolepis microps,helminth
Bonasa umbellus,Oxyspirura petrowi,helminth
